tavg,prcp,snow,year,month,day,hour,wind,wind_flag
13.7,1,0,2023,3,18,0,19.65,0
13.6,1,0,2023,3,19,0,18.1,0
12.7,1,0,2023,3,20,0,15.149999999999999,0
13.3,1,0,2023,3,21,0,18.7,0
13.1,1,0,2023,3,22,0,26.8,0
14.2,1,0,2023,3,23,0,24.15,0
15.0,1,0,2023,3,24,0,24.75,0
13.9,1,0,2023,3,25,0,22.35,0
18.1,1,0,2023,3,26,0,32.15,1
14.8,1,0,2023,3,27,0,27.45,0
14.2,1,0,2023,3,28,0,22.200000000000003,0
14.5,1,0,2023,3,29,0,33.349999999999994,1
14.2,1,0,2023,3,30,0,22.15,0
16.9,1,0,2023,3,31,0,26.25,0
15.8,1,0,2023,4,1,0,25.35,0
14.1,1,0,2023,4,2,0,26.75,0
12.9,1,0,2023,4,3,0,19.55,0
12.0,1,0,2023,4,4,0,23.15,0
12.2,1,0,2023,4,5,0,20.0,0
12.7,1,0,2023,4,6,0,22.450000000000003,0
13.1,1,0,2023,4,7,0,28.3,0
13.1,1,0,2023,4,8,0,24.650000000000002,0
13.5,1,0,2023,4,9,0,23.75,0
14.4,1,0,2023,4,10,0,17.05,0
14.5,1,0,2023,4,11,0,24.6,0
15.2,1,0,2023,4,12,0,27.4,0
15.9,1,0,2023,4,13,0,29.2,0
14.7,1,0,2023,4,14,0,30.049999999999997,1
15.4,1,0,2023,4,15,0,21.950000000000003,0
14.2,1,0,2023,4,16,0,21.200000000000003,0
13.7,1,0,2023,4,17,0,19.0,0
14.9,1,0,2023,4,18,0,18.75,0
14.3,1,0,2023,4,19,0,19.9,0
14.7,1,0,2023,4,20,0,25.950000000000003,0
16.3,1,0,2023,4,21,0,20.200000000000003,0
16.0,1,0,2023,4,22,0,20.8,0
17.1,1,0,2023,4,23,0,29.35,0
16.4,1,0,2023,4,24,0,20.3,0
16.7,1,0,2023,4,25,0,22.2,0
16.9,1,0,2023,4,26,0,19.95,0
17.8,1,0,2023,4,27,0,20.1,0
18.3,1,0,2023,4,28,0,16.950000000000003,0
18.3,1,0,2023,4,29,0,19.95,0
19.0,1,0,2023,4,30,0,20.3,0
17.9,1,0,2023,5,1,0,19.8,0
17.4,1,0,2023,5,2,0,23.15,0
17.7,1,0,2023,5,3,0,22.4,0
18.1,1,0,2023,5,4,0,20.5,0
18.2,1,0,2023,5,5,0,22.200000000000003,0
18.2,1,0,2023,5,6,0,17.3,0
19.1,1,0,2023,5,7,0,19.35,0
19.2,1,0,2023,5,8,0,17.8,0
19.1,1,0,2023,5,9,0,23.55,0
18.4,1,0,2023,5,10,0,24.25,0
16.7,1,0,2023,5,11,0,25.450000000000003,0
14.9,1,0,2023,5,12,0,22.9,0
14.7,1,0,2023,5,13,0,19.05,0
15.6,1,0,2023,5,14,0,18.8,0
17.8,1,0,2023,5,15,0,21.3,0
17.4,1,0,2023,5,16,0,21.65,0
16.7,1,0,2023,5,17,0,22.200000000000003,0
16.4,1,0,2023,5,18,0,20.55,0
16.5,1,0,2023,5,19,0,17.9,0
16.9,1,0,2023,5,20,0,19.75,0
16.7,1,0,2023,5,21,0,17.700000000000003,0
18.7,1,0,2023,5,22,0,22.0,0
18.6,1,0,2023,5,23,0,21.65,0
19.7,1,0,2023,5,24,0,17.6,0
16.7,1,0,2023,5,25,0,21.55,0
17.4,1,0,2023,5,26,0,19.35,0
19.9,1,0,2023,5,27,0,19.35,0
19.8,1,0,2023,5,28,0,25.7,0
19.5,1,0,2023,5,29,0,16.9,0
19.8,1,0,2023,5,30,0,17.75,0
20.4,1,0,2023,5,31,0,20.15,0
20.0,1,0,2023,6,1,0,20.2,0
19.4,1,0,2023,6,2,0,18.200000000000003,0
20.0,1,0,2023,6,3,0,16.8,0
20.1,1,0,2023,6,4,0,18.35,0
20.7,1,0,2023,6,5,0,19.45,0
21.6,1,0,2023,6,6,0,24.75,0
21.2,1,0,2023,6,7,0,18.45,0
21.9,1,0,2023,6,8,0,18.0,0
22.7,1,0,2023,6,9,0,25.0,0
22.8,1,0,2023,6,10,0,18.85,0
23.8,1,0,2023,6,11,0,18.450000000000003,0
23.2,1,0,2023,6,12,0,19.049999999999997,0
22.7,1,0,2023,6,13,0,19.85,0
22.2,1,0,2023,6,14,0,23.6,0
23.2,1,0,2023,6,15,0,19.25,0
23.6,1,0,2023,6,16,0,21.55,0
23.6,1,0,2023,6,17,0,24.5,0
24.9,1,0,2023,6,18,0,20.200000000000003,0
23.9,1,0,2023,6,19,0,32.849999999999994,1
24.2,1,0,2023,6,20,0,22.05,0
24.8,1,0,2023,6,21,0,27.450000000000003,0
25.4,1,0,2023,6,22,0,24.549999999999997,0
24.5,1,0,2023,6,23,0,25.75,0
24.3,1,0,2023,6,24,0,22.5,0
24.6,1,0,2023,6,25,0,25.35,0
25.1,1,0,2023,6,26,0,21.35,0
25.3,1,0,2023,6,27,0,21.05,0
25.3,1,0,2023,6,28,0,20.4,0
25.6,1,0,2023,6,29,0,18.299999999999997,0
23.1,1,0,2023,6,30,0,21.45,0
23.5,1,0,2023,7,1,0,24.3,0
24.6,1,0,2023,7,2,0,20.55,0
24.5,1,0,2023,7,3,0,21.25,0
24.6,1,0,2023,7,4,0,19.15,0
24.0,1,0,2023,7,5,0,20.05,0
24.8,1,0,2023,7,6,0,20.75,0
25.1,1,0,2023,7,7,0,26.349999999999998,0
25.7,1,0,2023,7,8,0,23.55,0
25.4,1,0,2023,7,9,0,17.450000000000003,0
25.9,1,0,2023,7,10,0,18.85,0
26.6,1,0,2023,7,11,0,17.7,0
26.3,1,0,2023,7,12,0,21.85,0
26.4,1,0,2023,7,13,0,23.15,0
26.7,1,0,2023,7,14,0,28.599999999999998,0
26.7,1,0,2023,7,15,0,20.700000000000003,0
26.1,1,0,2023,7,16,0,19.75,0
26.3,1,0,2023,7,17,0,20.450000000000003,0
26.5,1,0,2023,7,18,0,27.4,0
27.4,1,0,2023,7,19,0,20.200000000000003,0
26.7,1,0,2023,7,20,0,20.8,0
26.6,1,0,2023,7,21,0,21.05,0
26.1,1,0,2023,7,22,0,18.7,0
26.4,1,0,2023,7,23,0,19.55,0
26.7,1,0,2023,7,24,0,21.05,0
27.0,1,0,2023,7,25,0,31.349999999999998,1
24.7,1,0,2023,7,26,0,25.549999999999997,0
24.9,1,0,2023,7,27,0,22.9,0
24.9,1,0,2023,7,28,0,21.0,0
26.3,1,0,2023,7,29,0,26.95,0
26.7,1,0,2023,7,30,0,20.200000000000003,0
26.1,1,0,2023,7,31,0,21.4,0
27.2,1,0,2023,8,1,0,20.65,0
27.4,1,0,2023,8,2,0,28.95,0
25.3,1,0,2023,8,3,0,21.15,0
23.5,1,0,2023,8,4,0,21.85,0
23.9,1,0,2023,8,5,0,25.2,0
23.8,1,0,2023,8,6,0,21.75,0
24.0,1,0,2023,8,7,0,26.3,0
24.7,1,0,2023,8,8,0,24.799999999999997,0
25.3,1,0,2023,8,9,0,25.3,0
26.7,1,0,2023,8,10,0,23.05,0
26.3,1,0,2023,8,11,0,26.4,0
26.1,1,0,2023,8,12,0,20.45,0
26.1,1,0,2023,8,13,0,17.75,0
26.3,1,0,2023,8,14,0,17.65,0
26.4,1,0,2023,8,15,0,22.0,0
26.3,1,0,2023,8,16,0,23.1,0
27.0,1,0,2023,8,17,0,33.75,1
26.2,1,0,2023,8,18,0,19.5,0
26.5,1,0,2023,8,19,0,18.35,0
28.1,1,0,2023,8,20,0,18.75,0
29.4,1,0,2023,8,21,0,15.149999999999999,0
28.8,1,0,2023,8,22,0,15.649999999999999,0
30.2,1,0,2023,8,23,0,18.8,0
29.2,1,0,2023,8,24,0,22.55,0
28.1,1,0,2023,8,25,0,22.75,0
26.7,1,0,2023,8,26,0,23.0,0
20.7,1,0,2023,8,27,0,26.400000000000002,0
22.9,1,0,2023,8,28,0,28.75,0
22.9,1,0,2023,8,29,0,21.7,0
22.4,1,0,2023,8,30,0,24.2,0
23.3,1,0,2023,8,31,0,21.15,0
24.1,1,0,2023,9,1,0,21.450000000000003,0
24.4,1,0,2023,9,2,0,32.85,1
25.4,1,0,2023,9,3,0,51.4,1
27.3,1,0,2023,9,4,0,48.150000000000006,1
25.4,1,0,2023,9,5,0,28.05,0
24.4,1,0,2023,9,6,0,22.05,0
22.8,1,0,2023,9,7,0,18.45,0
22.7,1,0,2023,9,8,0,16.2,0
22.5,1,0,2023,9,9,0,16.5,0
22.8,1,0,2023,9,10,0,16.2,0
23.6,1,0,2023,9,11,0,18.0,0
24.0,1,0,2023,9,12,0,17.9,0
24.2,1,0,2023,9,13,0,19.15,0
23.2,1,0,2023,9,14,0,19.25,0
21.4,1,0,2023,9,15,0,19.35,0
22.7,1,0,2023,9,16,0,19.85,0
24.4,1,0,2023,9,17,0,19.05,0
25.4,1,0,2023,9,18,0,29.3,0
22.3,1,0,2023,9,19,0,16.35,0
21.5,1,0,2023,9,20,0,23.35,0
22.6,1,0,2023,9,21,0,28.4,0
22.3,1,0,2023,9,22,0,25.65,0
20.2,1,0,2023,9,23,0,19.65,0
20.7,1,0,2023,9,24,0,22.15,0
21.1,1,0,2023,9,25,0,17.9,0
20.8,1,0,2023,9,26,0,16.6,0
21.4,1,0,2023,9,27,0,26.9,0
22.4,1,0,2023,9,28,0,26.75,0
22.8,1,0,2023,9,29,0,18.35,0
23.6,1,0,2023,9,30,0,18.8,0
22.9,1,0,2023,10,1,0,19.95,0
22.4,1,0,2023,10,2,0,16.6,0
22.4,1,0,2023,10,3,0,17.25,0
23.4,1,0,2023,10,4,0,28.700000000000003,0
22.7,1,0,2023,10,5,0,19.0,0
22.6,1,0,2023,10,6,0,16.4,0
22.2,1,0,2023,10,7,0,14.35,0
21.4,1,0,2023,10,8,0,14.5,0
21.0,1,0,2023,10,9,0,22.9,0
20.9,1,0,2023,10,10,0,23.799999999999997,0
20.6,1,0,2023,10,11,0,20.4,0
20.2,1,0,2023,10,12,0,21.5,0
21.0,1,0,2023,10,13,0,25.650000000000002,0
21.8,1,0,2023,10,14,0,19.35,0
19.9,1,0,2023,10,15,0,18.5,0
19.1,1,0,2023,10,16,0,20.049999999999997,0
19.9,1,0,2023,10,17,0,16.1,0
22.0,1,0,2023,10,18,0,29.75,0
21.9,1,0,2023,10,19,0,37.95,1
19.4,1,0,2023,10,20,0,43.5,1
17.4,1,0,2023,10,21,0,24.65,0
16.2,1,0,2023,10,22,0,22.8,0
20.8,1,0,2023,10,23,0,32.35,1
18.2,1,0,2023,10,24,0,33.6,1
19.3,1,0,2023,10,25,0,32.95,1
20.8,1,0,2023,10,26,0,33.35,1
19.0,1,0,2023,10,27,0,37.650000000000006,1
18.1,1,0,2023,10,28,0,29.85,0
17.0,1,0,2023,10,29,0,26.6,0
16.7,1,0,2023,10,30,0,25.45,0
15.5,1,0,2023,10,31,0,25.450000000000003,0
15.4,1,0,2023,11,1,0,29.95,0
17.4,1,0,2023,11,2,0,46.85,1
14.6,1,0,2023,11,3,0,46.4,1
15.6,1,0,2023,11,4,0,37.3,1
17.2,1,0,2023,11,5,0,45.0,1
14.8,1,0,2023,11,6,0,27.3,0
11.7,1,0,2023,11,7,0,24.1,0
11.7,1,0,2023,11,8,0,23.35,0
13.4,1,0,2023,11,9,0,21.3,0
16.1,1,0,2023,11,10,0,29.55,0
14.7,1,0,2023,11,11,0,14.5,0
16.9,1,0,2023,11,12,0,19.5,0
16.6,1,0,2023,11,13,0,25.6,0
17.3,1,0,2023,11,14,0,26.75,0
16.6,1,0,2023,11,15,0,16.55,0
16.1,1,0,2023,11,16,0,29.0,0
15.2,1,0,2023,11,17,0,15.85,0
14.4,1,0,2023,11,18,0,23.1,0
13.4,1,0,2023,11,19,0,17.1,0
13.3,1,0,2023,11,20,0,14.7,0
14.1,1,0,2023,11,21,0,18.45,0
14.3,1,0,2023,11,22,0,22.700000000000003,0
11.0,1,0,2023,11,23,0,23.15,0
13.2,1,0,2023,11,24,0,28.55,0
13.2,1,0,2023,11,25,0,20.15,0
12.2,1,0,2023,11,26,0,14.549999999999999,0
11.9,1,0,2023,11,27,0,20.35,0
12.7,1,0,2023,11,28,0,20.700000000000003,0
12.5,1,0,2023,11,29,0,14.2,0
15.0,1,0,2023,11,30,0,30.2,1
15.4,1,0,2023,12,1,0,29.05,0
11.4,1,0,2023,12,2,0,24.3,0
8.9,1,0,2023,12,3,0,18.6,0
10.9,1,0,2023,12,4,0,31.0,1
9.8,1,0,2023,12,5,0,20.700000000000003,0
9.2,1,0,2023,12,6,0,17.9,0
9.9,1,0,2023,12,7,0,25.75,0
12.7,1,0,2023,12,8,0,21.4,0
11.7,1,0,2023,12,9,0,26.650000000000002,0
13.6,1,0,2023,12,10,0,22.3,0
14.2,1,0,2023,12,11,0,24.5,0
14.8,1,0,2023,12,12,0,24.25,0
15.2,1,0,2023,12,13,0,38.45,1
13.4,1,0,2023,12,14,0,30.7,1
10.8,1,0,2023,12,15,0,19.299999999999997,0
9.5,1,0,2023,12,16,0,19.15,0
7.9,1,0,2023,12,17,0,20.0,0
7.7,1,0,2023,12,18,0,21.3,0
10.1,1,0,2023,12,19,0,24.8,0
9.1,1,0,2023,12,20,0,23.3,0
10.3,1,0,2023,12,21,0,18.75,0
14.3,1,0,2023,12,22,0,21.1,0
11.2,1,0,2023,12,23,0,22.55,0
9.3,1,0,2023,12,24,0,23.8,0
8.2,1,0,2023,12,25,0,21.35,0
8.8,1,0,2023,12,26,0,22.1,0
8.8,1,0,2023,12,27,0,22.4,0
8.0,1,0,2023,12,28,0,19.7,0
9.1,1,0,2023,12,29,0,20.35,0
8.9,1,0,2023,12,30,0,20.299999999999997,0
10.9,1,0,2023,12,31,0,25.9,0
8.8,1,0,2024,1,1,0,15.6,0
10.3,1,0,2024,1,2,0,31.05,1
14.3,1,0,2024,1,3,0,28.75,0
11.9,1,0,2024,1,4,0,17.1,0
11.2,1,0,2024,1,5,0,17.65,0
10.1,1,0,2024,1,6,0,28.25,0
9.8,1,0,2024,1,7,0,41.9,1
7.8,1,0,2024,1,8,0,25.25,0
6.6,1,0,2024,1,9,0,20.9,0
7.1,1,0,2024,1,10,0,18.6,0
7.7,1,0,2024,1,11,0,19.5,0
7.4,1,0,2024,1,12,0,23.55,0
7.2,1,0,2024,1,13,0,23.05,0
11.2,1,0,2024,1,14,0,22.65,0
12.3,1,0,2024,1,15,0,23.2,0
11.9,1,0,2024,1,16,0,16.95,0
13.9,1,0,2024,1,17,0,30.549999999999997,1
15.5,1,0,2024,1,18,0,42.0,1
10.4,1,0,2024,1,19,0,27.150000000000002,0
8.3,1,0,2024,1,20,0,17.45,0
7.9,1,0,2024,1,21,0,19.05,0
8.6,1,0,2024,1,22,0,28.299999999999997,0
10.5,1,0,2024,1,23,0,21.05,0
11.8,1,0,2024,1,24,0,15.9,0
12.3,1,0,2024,1,25,0,17.15,0
13.1,1,0,2024,1,26,0,20.8,0
11.6,1,0,2024,1,27,0,15.549999999999999,0
11.0,1,0,2024,1,28,0,16.6,0
13.0,1,0,2024,1,29,0,16.8,0
12.3,1,0,2024,1,30,0,15.1,0
11.2,1,0,2024,1,31,0,18.05,0
11.1,1,0,2024,2,1,0,19.85,0
11.4,1,0,2024,2,2,0,20.2,0
11.3,1,0,2024,2,3,0,26.15,0
11.8,1,0,2024,2,4,0,20.85,0
11.7,1,0,2024,2,5,0,25.150000000000002,0
11.2,1,0,2024,2,6,0,17.95,0
11.7,1,0,2024,2,7,0,24.9,0
12.8,1,0,2024,2,8,0,28.65,0
13.7,1,0,2024,2,9,0,31.25,1
13.2,1,0,2024,2,10,0,34.8,1
11.8,1,0,2024,2,11,0,42.3,1
12.4,1,0,2024,2,12,0,34.6,1
11.7,1,0,2024,2,13,0,19.049999999999997,0
12.2,1,0,2024,2,14,0,18.200000000000003,0
13.7,1,0,2024,2,15,0,13.4,0
13.1,1,0,2024,2,16,0,17.35,0
13.7,1,0,2024,2,17,0,18.5,0
12.4,1,0,2024,2,18,0,21.5,0
13.2,1,0,2024,2,19,0,16.05,0
12.4,1,0,2024,2,20,0,20.95,0
11.8,1,0,2024,2,21,0,24.400000000000002,0
12.9,1,0,2024,2,22,0,33.85,1
12.1,1,0,2024,2,23,0,35.6,1
10.1,1,0,2024,2,24,0,22.7,0
10.8,1,0,2024,2,25,0,33.65,1
13.8,1,0,2024,2,26,0,28.85,0
11.9,1,0,2024,2,27,0,24.2,0
11.9,1,0,2024,2,28,0,20.05,0
11.4,1,0,2024,2,29,0,23.4,0
13.2,1,0,2024,3,1,0,29.7,0
12.8,1,0,2024,3,2,0,34.85,1
10.7,1,0,2024,3,3,0,43.25,1
10.9,1,0,2024,3,4,0,27.6,0
11.9,1,0,2024,3,5,0,22.25,0
10.5,1,0,2024,3,6,0,17.85,0
11.2,1,0,2024,3,7,0,19.35,0
13.2,1,0,2024,3,8,0,38.55,1
12.1,1,0,2024,3,9,0,37.85,1
10.9,1,0,2024,3,10,0,36.25,1
13.2,1,0,2024,3,11,0,27.65,0
11.5,1,0,2024,3,12,0,19.25,0
11.4,1,0,2024,3,13,0,28.799999999999997,0
12.0,1,0,2024,3,14,0,29.25,0
13.8,1,0,2024,3,15,0,17.95,0
14.0,1,0,2024,3,16,0,17.15,0
13.4,1,0,2024,3,17,0,25.85,0
14.3,1,0,2024,3,18,0,16.9,0
14.7,1,0,2024,3,19,0,17.9,0
14.6,1,0,2024,3,20,0,25.45,0
14.8,1,0,2024,3,21,0,22.55,0
16.9,1,0,2024,3,22,0,16.9,0
15.8,1,0,2024,3,23,0,21.15,0
13.4,1,0,2024,3,24,0,21.4,0
12.6,1,0,2024,3,25,0,18.85,0
12.9,1,0,2024,3,26,0,32.050000000000004,1
11.9,1,0,2024,3,27,0,38.849999999999994,1
16.2,1,0,2024,3,28,0,40.599999999999994,1
15.7,1,0,2024,3,29,0,25.1,0
14.3,1,0,2024,3,30,0,29.65,0
14.1,1,0,2024,3,31,0,36.25,1
13.3,1,0,2024,4,1,0,39.25,1
12.6,1,0,2024,4,2,0,23.15,0
15.0,1,0,2024,4,3,0,24.45,0
14.6,1,0,2024,4,4,0,22.55,0
15.6,1,0,2024,4,5,0,18.45,0
15.1,1,0,2024,4,6,0,27.700000000000003,0
16.7,1,0,2024,4,7,0,32.8,1
16.1,1,0,2024,4,8,0,23.05,0
14.6,1,0,2024,4,9,0,25.099999999999998,0
12.8,1,0,2024,4,10,0,19.7,0
13.7,1,0,2024,4,11,0,20.85,0
16.6,1,0,2024,4,12,0,20.25,0
18.4,1,0,2024,4,13,0,16.299999999999997,0
18.3,1,0,2024,4,14,0,24.25,0
17.3,1,0,2024,4,15,0,18.25,0
15.9,1,0,2024,4,16,0,23.8,0
14.2,1,0,2024,4,17,0,26.45,0
14.1,1,0,2024,4,18,0,26.8,0
13.6,1,0,2024,4,19,0,34.6,1
14.5,1,0,2024,4,20,0,20.1,0
13.7,1,0,2024,4,21,0,19.85,0
11.3,1,0,2024,4,22,0,29.1,0
11.2,1,0,2024,4,23,0,24.450000000000003,0
11.8,1,0,2024,4,24,0,24.35,0
13.4,1,0,2024,4,25,0,27.95,0
14.4,1,0,2024,4,26,0,21.849999999999998,0
16.7,1,0,2024,4,27,0,26.65,0
15.6,1,0,2024,4,28,0,19.85,0
13.6,1,0,2024,4,29,0,33.1,1
15.2,1,0,2024,4,30,0,30.7,1
15.7,1,0,2024,5,1,0,29.25,0
14.7,1,0,2024,5,2,0,34.55,1
14.6,1,0,2024,5,3,0,32.75,1
16.6,1,0,2024,5,4,0,37.7,1
16.3,1,0,2024,5,5,0,20.45,0
16.8,1,0,2024,5,6,0,22.95,0
16.1,1,0,2024,5,7,0,25.5,0
16.8,1,0,2024,5,8,0,24.15,0
17.9,1,0,2024,5,9,0,22.3,0
17.9,1,0,2024,5,10,0,24.8,0
17.8,1,0,2024,5,11,0,20.9,0
18.4,1,0,2024,5,12,0,19.6,0
18.8,1,0,2024,5,13,0,18.0,0
18.1,1,0,2024,5,14,0,26.1,0
16.2,1,0,2024,5,15,0,21.75,0
16.0,1,0,2024,5,16,0,22.25,0
17.3,1,0,2024,5,17,0,22.55,0
16.9,1,0,2024,5,18,0,22.85,0
17.4,1,0,2024,5,19,0,21.75,0
19.0,1,0,2024,5,20,0,24.15,0
18.6,1,0,2024,5,21,0,26.55,0
18.4,1,0,2024,5,22,0,23.45,0
17.7,1,0,2024,5,23,0,24.2,0
18.3,1,0,2024,5,24,0,26.650000000000002,0
17.7,1,0,2024,5,25,0,21.85,0
19.2,1,0,2024,5,26,0,19.1,0
20.2,1,0,2024,5,27,0,27.200000000000003,0
19.6,1,0,2024,5,28,0,28.299999999999997,0
19.7,1,0,2024,5,29,0,25.55,0
20.5,1,0,2024,5,30,0,23.45,0
20.2,1,0,2024,5,31,0,32.599999999999994,1
18.7,1,0,2024,6,1,0,24.8,0
18.8,1,0,2024,6,2,0,24.2,0
20.3,1,0,2024,6,3,0,30.8,1
20.4,1,0,2024,6,4,0,27.15,0
20.7,1,0,2024,6,5,0,28.25,0
22.1,1,0,2024,6,6,0,24.700000000000003,0
22.8,1,0,2024,6,7,0,22.6,0
23.4,1,0,2024,6,8,0,36.2,1
21.9,1,0,2024,6,9,0,22.5,0
19.9,1,0,2024,6,10,0,21.75,0
18.6,1,0,2024,6,11,0,17.95,0
18.2,1,0,2024,6,12,0,23.7,0
18.4,1,0,2024,6,13,0,33.3,1
21.2,1,0,2024,6,14,0,29.450000000000003,0
21.0,1,0,2024,6,15,0,27.150000000000002,0
20.3,1,0,2024,6,16,0,20.65,0
21.9,1,0,2024,6,17,0,20.7,0
22.7,1,0,2024,6,18,0,25.65,0
22.0,1,0,2024,6,19,0,20.35,0
21.6,1,0,2024,6,20,0,23.85,0
21.9,1,0,2024,6,21,0,26.2,0
22.3,1,0,2024,6,22,0,21.05,0
20.0,1,0,2024,6,23,0,24.8,0
22.4,1,0,2024,6,24,0,24.45,0
22.7,1,0,2024,6,25,0,32.45,1
22.7,1,0,2024,6,26,0,25.05,0
23.9,1,0,2024,6,27,0,20.95,0
24.7,1,0,2024,6,28,0,28.200000000000003,0
23.4,1,0,2024,6,29,0,30.85,1
22.7,1,0,2024,6,30,0,24.35,0
21.2,1,0,2024,7,1,0,18.85,0
21.8,1,0,2024,7,2,0,22.75,0
22.4,1,0,2024,7,3,0,22.05,0
22.4,1,0,2024,7,4,0,19.95,0
23.4,1,0,2024,7,5,0,19.2,0
24.1,1,0,2024,7,6,0,25.0,0
23.2,1,0,2024,7,7,0,28.299999999999997,0
23.4,1,0,2024,7,8,0,23.9,0
24.1,1,0,2024,7,9,0,20.700000000000003,0
24.5,1,0,2024,7,10,0,26.7,0
25.4,1,0,2024,7,11,0,23.799999999999997,0
25.3,1,0,2024,7,12,0,21.45,0
23.4,1,0,2024,7,13,0,19.05,0
24.1,1,0,2024,7,14,0,30.450000000000003,1
25.3,1,0,2024,7,15,0,27.4,0
25.4,1,0,2024,7,16,0,19.65,0
24.9,1,0,2024,7,17,0,22.15,0
24.9,1,0,2024,7,18,0,25.5,0
26.3,1,0,2024,7,19,0,26.3,0
26.1,1,0,2024,7,20,0,24.5,0
25.9,1,0,2024,7,21,0,27.0,0
24.7,1,0,2024,7,22,0,26.5,0
24.8,1,0,2024,7,23,0,27.4,0
25.7,1,0,2024,7,24,0,24.9,0
25.6,1,0,2024,7,25,0,21.75,0
26.2,1,0,2024,7,26,0,19.55,0
26.1,1,0,2024,7,27,0,18.45,0
26.4,1,0,2024,7,28,0,27.1,0
26.7,1,0,2024,7,29,0,22.4,0
28.1,1,0,2024,7,30,0,27.5,0
28.3,1,0,2024,7,31,0,23.15,0
27.7,1,0,2024,8,1,0,20.0,0
27.0,1,0,2024,8,2,0,19.7,0
25.4,1,0,2024,8,3,0,26.400000000000002,0
26.4,1,0,2024,8,4,0,24.049999999999997,0
26.2,1,0,2024,8,5,0,25.35,0
26.6,1,0,2024,8,6,0,22.65,0
27.1,1,0,2024,8,7,0,20.450000000000003,0
26.7,1,0,2024,8,8,0,18.15,0
27.3,1,0,2024,8,9,0,18.25,0
27.9,1,0,2024,8,10,0,17.9,0
27.1,1,0,2024,8,11,0,23.65,0
26.9,1,0,2024,8,12,0,18.75,0
27.1,1,0,2024,8,13,0,18.0,0
25.8,1,0,2024,8,14,0,22.9,0
24.7,1,0,2024,8,15,0,20.95,0
24.9,1,0,2024,8,16,0,18.8,0
26.5,1,0,2024,8,17,0,29.15,0
25.4,1,0,2024,8,18,0,26.0,0
24.7,1,0,2024,8,19,0,23.849999999999998,0
24.8,1,0,2024,8,20,0,25.35,0
26.0,1,0,2024,8,21,0,28.849999999999998,0
26.5,1,0,2024,8,22,0,27.7,0
26.5,1,0,2024,8,23,0,23.0,0
26.2,1,0,2024,8,24,0,21.05,0
26.2,1,0,2024,8,25,0,18.65,0
25.5,1,0,2024,8,26,0,25.25,0
26.2,1,0,2024,8,27,0,23.4,0
25.8,1,0,2024,8,28,0,19.65,0
25.5,1,0,2024,8,29,0,20.55,0
24.9,1,0,2024,8,30,0,23.55,0
25.7,1,0,2024,8,31,0,23.55,0
25.4,1,0,2024,9,1,0,23.2,0
24.9,1,0,2024,9,2,0,22.2,0
22.6,1,0,2024,9,3,0,24.55,0
20.1,1,0,2024,9,4,0,18.950000000000003,0
20.7,1,0,2024,9,5,0,20.35,0
23.9,1,0,2024,9,6,0,24.65,0
25.1,1,0,2024,9,7,0,26.75,0
22.4,1,0,2024,9,8,0,19.15,0
22.7,1,0,2024,9,9,0,23.1,0
22.1,1,0,2024,9,10,0,23.25,0
20.9,1,0,2024,9,11,0,20.95,0
20.4,1,0,2024,9,12,0,24.650000000000002,0
17.1,1,0,2024,9,13,0,21.0,0
19.3,1,0,2024,9,14,0,26.25,0
19.7,1,0,2024,9,15,0,23.95,0
20.3,1,0,2024,9,16,0,21.5,0
19.8,1,0,2024,9,17,0,21.2,0
18.9,1,0,2024,9,18,0,21.450000000000003,0
19.9,1,0,2024,9,19,0,19.0,0
19.3,1,0,2024,9,20,0,18.85,0
19.9,1,0,2024,9,21,0,20.549999999999997,0
19.9,1,0,2024,9,22,0,18.4,0
19.9,1,0,2024,9,23,0,23.5,0
20.7,1,0,2024,9,24,0,23.55,0
20.6,1,0,2024,9,25,0,22.9,0
23.7,1,0,2024,9,26,0,34.7,1
22.3,1,0,2024,9,27,0,30.55,1
18.3,1,0,2024,9,28,0,22.4,0
19.2,1,0,2024,9,29,0,28.15,0
20.9,1,0,2024,9,30,0,26.85,0
20.9,1,0,2024,10,1,0,31.55,1
20.4,1,0,2024,10,2,0,24.05,0
18.5,1,0,2024,10,3,0,29.55,0
17.8,1,0,2024,10,4,0,23.200000000000003,0
17.6,1,0,2024,10,5,0,22.4,0
20.4,1,0,2024,10,6,0,21.700000000000003,0
21.1,1,0,2024,10,7,0,17.35,0
20.1,1,0,2024,10,8,0,35.95,1
21.2,1,0,2024,10,9,0,37.9,1
19.6,1,0,2024,10,10,0,23.2,0
17.3,1,0,2024,10,11,0,19.25,0
19.0,1,0,2024,10,12,0,21.75,0
19.1,1,0,2024,10,13,0,19.65,0
20.0,1,0,2024,10,14,0,26.85,0
21.1,1,0,2024,10,15,0,33.05,1
21.3,1,0,2024,10,16,0,19.85,0
20.1,1,0,2024,10,17,0,24.5,0
16.4,1,0,2024,10,18,0,20.55,0
16.1,1,0,2024,10,19,0,19.75,0
18.0,1,0,2024,10,20,0,18.05,0
18.7,1,0,2024,10,21,0,21.45,0
18.2,1,0,2024,10,22,0,26.8,0
18.1,1,0,2024,10,23,0,17.2,0
17.3,1,0,2024,10,24,0,15.299999999999999,0
18.6,1,0,2024,10,25,0,18.200000000000003,0
14.8,1,0,2024,10,26,0,21.5,0
15.0,1,0,2024,10,27,0,32.0,1
18.4,1,0,2024,10,28,0,36.400000000000006,1
